subject,video,type,type_idx,startFrame,endFrame,frame_num,length
002,/home/yww/CAS^3/new_data_full_reduce/002/m,Macro,1,1103,1173,2219,70
002,/home/yww/CAS^3/new_data_full_reduce/002/m,Macro,1,1766,1798,2219,32
002,/home/yww/CAS^3/new_data_full_reduce/002/m,Macro,1,1805,1858,2219,53
003,/home/yww/CAS^3/new_data_full_reduce/003/c,Macro,1,1300,1362,2735,62
003,/home/yww/CAS^3/new_data_full_reduce/003/c,Macro,1,1629,1692,2735,63
003,/home/yww/CAS^3/new_data_full_reduce/003/c,Macro,1,1840,1922,2735,82
003,/home/yww/CAS^3/new_data_full_reduce/003/c,Macro,1,1959,2030,2735,71
003,/home/yww/CAS^3/new_data_full_reduce/003/c,Macro,1,2347,2389,2735,42
003,/home/yww/CAS^3/new_data_full_reduce/003/d,Macro,1,138,190,3814,52
003,/home/yww/CAS^3/new_data_full_reduce/003/d,Macro,1,452,532,3814,80
003,/home/yww/CAS^3/new_data_full_reduce/003/e,Macro,1,1381,1470,2541,89
003,/home/yww/CAS^3/new_data_full_reduce/003/g,Macro,1,79,118,2158,39
003,/home/yww/CAS^3/new_data_full_reduce/003/g,Macro,1,223,281,2158,58
003,/home/yww/CAS^3/new_data_full_reduce/003/g,Macro,1,775,844,2158,69
003,/home/yww/CAS^3/new_data_full_reduce/003/g,Macro,1,1043,1121,2158,78
003,/home/yww/CAS^3/new_data_full_reduce/003/g,Macro,1,1367,1398,2158,31
003,/home/yww/CAS^3/new_data_full_reduce/003/g,Macro,1,1626,1704,2158,78
003,/home/yww/CAS^3/new_data_full_reduce/003/h,Macro,1,100,127,2797,27
003,/home/yww/CAS^3/new_data_full_reduce/003/h,Macro,1,748,775,2797,27
003,/home/yww/CAS^3/new_data_full_reduce/003/h,Macro,1,1584,1642,2797,58
003,/home/yww/CAS^3/new_data_full_reduce/003/h,Macro,1,1729,1762,2797,33
003,/home/yww/CAS^3/new_data_full_reduce/003/h,Macro,1,1877,1928,2797,51
003,/home/yww/CAS^3/new_data_full_reduce/003/h,Macro,1,1974,2054,2797,80
003,/home/yww/CAS^3/new_data_full_reduce/003/h,Macro,1,2065,2092,2797,27
003,/home/yww/CAS^3/new_data_full_reduce/003/i,Macro,1,155,251,3400,96
003,/home/yww/CAS^3/new_data_full_reduce/003/i,Macro,1,2390,2430,3400,40
003,/home/yww/CAS^3/new_data_full_reduce/003/k,Macro,1,46,99,2250,53
003,/home/yww/CAS^3/new_data_full_reduce/003/l,Macro,1,64,123,3465,59
003,/home/yww/CAS^3/new_data_full_reduce/003/l,Macro,1,1532,1577,3465,45
003,/home/yww/CAS^3/new_data_full_reduce/003/l,Macro,1,1959,2022,3465,63
003,/home/yww/CAS^3/new_data_full_reduce/003/l,Macro,1,2460,2556,3465,96
003,/home/yww/CAS^3/new_data_full_reduce/003/l,Macro,1,2735,2813,3465,78
003,/home/yww/CAS^3/new_data_full_reduce/003/l,Macro,1,2867,2921,3465,54
003,/home/yww/CAS^3/new_data_full_reduce/003/m,Macro,1,899,978,2280,79
003,/home/yww/CAS^3/new_data_full_reduce/003/m,Macro,1,1405,1466,2280,61
003,/home/yww/CAS^3/new_data_full_reduce/003/m,Micro,2,1534,1545,2280,11
004,/home/yww/CAS^3/new_data_full_reduce/004/a,Macro,1,47,148,838,101
004,/home/yww/CAS^3/new_data_full_reduce/004/a,Macro,1,345,388,838,43
004,/home/yww/CAS^3/new_data_full_reduce/004/a,Macro,1,428,523,838,95
004,/home/yww/CAS^3/new_data_full_reduce/004/b,Macro,1,578,640,969,62
004,/home/yww/CAS^3/new_data_full_reduce/004/b,Macro,1,679,767,969,88
004,/home/yww/CAS^3/new_data_full_reduce/004/e,Macro,1,23,66,2287,43
004,/home/yww/CAS^3/new_data_full_reduce/004/f,Macro,1,1,55,1907,54
004,/home/yww/CAS^3/new_data_full_reduce/004/f,Macro,1,55,110,1907,55
004,/home/yww/CAS^3/new_data_full_reduce/004/f,Macro,1,1691,1805,1907,114
004,/home/yww/CAS^3/new_data_full_reduce/004/g,Macro,1,1530,1605,2058,75
004,/home/yww/CAS^3/new_data_full_reduce/004/g,Macro,1,1923,1998,2058,75
004,/home/yww/CAS^3/new_data_full_reduce/004/g,Micro,2,2029,2037,2058,8
004,/home/yww/CAS^3/new_data_full_reduce/004/h,Macro,1,11,34,2782,23
004,/home/yww/CAS^3/new_data_full_reduce/004/h,Macro,1,492,603,2782,111
004,/home/yww/CAS^3/new_data_full_reduce/004/k,Macro,1,314,420,2193,106
004,/home/yww/CAS^3/new_data_full_reduce/004/k,Macro,1,2069,2115,2193,46
004,/home/yww/CAS^3/new_data_full_reduce/004/l,Macro,1,1799,1827,3356,28
005,/home/yww/CAS^3/new_data_full_reduce/005/c,Micro,2,480,493,2818,13
005,/home/yww/CAS^3/new_data_full_reduce/005/e,Macro,1,80,139,2439,59
005,/home/yww/CAS^3/new_data_full_reduce/005/e,Micro,2,1915,1927,2439,12
005,/home/yww/CAS^3/new_data_full_reduce/005/j,Macro,1,659,689,1527,30
006,/home/yww/CAS^3/new_data_full_reduce/006/a,Macro,1,30,111,843,81
006,/home/yww/CAS^3/new_data_full_reduce/006/c,Macro,1,2001,2041,2900,40
006,/home/yww/CAS^3/new_data_full_reduce/006/c,Micro,2,240,246,2900,6
006,/home/yww/CAS^3/new_data_full_reduce/006/e,Macro,1,2,35,2445,33
006,/home/yww/CAS^3/new_data_full_reduce/006/h,Macro,1,63,111,2667,48
006,/home/yww/CAS^3/new_data_full_reduce/006/h,Macro,1,644,702,2667,58
006,/home/yww/CAS^3/new_data_full_reduce/006/i,Macro,1,2103,2172,3542,69
006,/home/yww/CAS^3/new_data_full_reduce/006/i,Macro,1,3375,3479,3542,104
006,/home/yww/CAS^3/new_data_full_reduce/006/j,Macro,1,1332,1395,1690,63
006,/home/yww/CAS^3/new_data_full_reduce/006/j,Micro,2,1679,1688,1690,9
006,/home/yww/CAS^3/new_data_full_reduce/006/l,Macro,1,819,836,3285,17
007,/home/yww/CAS^3/new_data_full_reduce/007/a,Micro,2,34,48,816,14
007,/home/yww/CAS^3/new_data_full_reduce/007/b,Macro,1,416,520,1047,104
007,/home/yww/CAS^3/new_data_full_reduce/007/b,Macro,1,828,912,1047,84
007,/home/yww/CAS^3/new_data_full_reduce/007/c,Macro,1,81,100,2812,19
007,/home/yww/CAS^3/new_data_full_reduce/007/c,Macro,1,204,236,2812,32
007,/home/yww/CAS^3/new_data_full_reduce/007/c,Macro,1,378,402,2812,24
007,/home/yww/CAS^3/new_data_full_reduce/007/d,Macro,1,573,632,4003,59
007,/home/yww/CAS^3/new_data_full_reduce/007/k,Macro,1,1942,1974,2289,32
008,/home/yww/CAS^3/new_data_full_reduce/008/b,Macro,1,141,187,971,46
008,/home/yww/CAS^3/new_data_full_reduce/008/b,Macro,1,298,358,971,60
008,/home/yww/CAS^3/new_data_full_reduce/008/d,Macro,1,1,42,3721,41
008,/home/yww/CAS^3/new_data_full_reduce/008/d,Macro,1,175,259,3721,84
008,/home/yww/CAS^3/new_data_full_reduce/008/d,Macro,1,487,528,3721,41
008,/home/yww/CAS^3/new_data_full_reduce/008/e,Macro,1,57,99,2499,42
008,/home/yww/CAS^3/new_data_full_reduce/008/e,Macro,1,625,696,2499,71
008,/home/yww/CAS^3/new_data_full_reduce/008/e,Macro,1,1773,1853,2499,80
008,/home/yww/CAS^3/new_data_full_reduce/008/e,Macro,1,2020,2126,2499,106
008,/home/yww/CAS^3/new_data_full_reduce/008/e,Macro,1,2179,2224,2499,45
008,/home/yww/CAS^3/new_data_full_reduce/008/e,Micro,2,291,304,2499,13
008,/home/yww/CAS^3/new_data_full_reduce/008/f,Macro,1,3,65,1887,62
008,/home/yww/CAS^3/new_data_full_reduce/008/f,Macro,1,289,403,1887,114
008,/home/yww/CAS^3/new_data_full_reduce/008/f,Macro,1,949,1026,1887,77
008,/home/yww/CAS^3/new_data_full_reduce/008/f,Macro,1,1573,1614,1887,41
008,/home/yww/CAS^3/new_data_full_reduce/008/g,Macro,1,1623,1700,1913,77
008,/home/yww/CAS^3/new_data_full_reduce/008/h,Macro,1,1113,1148,2673,35
008,/home/yww/CAS^3/new_data_full_reduce/008/h,Macro,1,1279,1314,2673,35
008,/home/yww/CAS^3/new_data_full_reduce/008/h,Macro,1,1392,1429,2673,37
008,/home/yww/CAS^3/new_data_full_reduce/008/h,Macro,1,1761,1803,2673,42
008,/home/yww/CAS^3/new_data_full_reduce/008/h,Macro,1,1969,2015,2673,46
008,/home/yww/CAS^3/new_data_full_reduce/008/h,Macro,1,2095,2111,2673,16
008,/home/yww/CAS^3/new_data_full_reduce/008/h,Macro,1,2251,2310,2673,59
008,/home/yww/CAS^3/new_data_full_reduce/008/i,Macro,1,115,232,3291,117
008,/home/yww/CAS^3/new_data_full_reduce/008/i,Macro,1,476,539,3291,63
008,/home/yww/CAS^3/new_data_full_reduce/008/i,Macro,1,1223,1278,3291,55
008,/home/yww/CAS^3/new_data_full_reduce/008/i,Macro,1,1956,1998,3291,42
008,/home/yww/CAS^3/new_data_full_reduce/008/k,Macro,1,1584,1679,2165,95
008,/home/yww/CAS^3/new_data_full_reduce/008/l,Macro,1,276,389,3394,113
008,/home/yww/CAS^3/new_data_full_reduce/008/l,Macro,1,1619,1649,3394,30
008,/home/yww/CAS^3/new_data_full_reduce/008/l,Macro,1,1748,1799,3394,51
008,/home/yww/CAS^3/new_data_full_reduce/008/l,Macro,1,2429,2487,3394,58
008,/home/yww/CAS^3/new_data_full_reduce/008/l,Macro,1,2575,2654,3394,79
008,/home/yww/CAS^3/new_data_full_reduce/008/l,Micro,2,2143,2158,3394,15
008,/home/yww/CAS^3/new_data_full_reduce/008/m,Macro,1,492,536,2460,44
009,/home/yww/CAS^3/new_data_full_reduce/009/h,Micro,2,1,15,2923,14
009,/home/yww/CAS^3/new_data_full_reduce/009/j,Macro,1,726,760,1476,34
010,/home/yww/CAS^3/new_data_full_reduce/010/a,Macro,1,55,111,774,56
010,/home/yww/CAS^3/new_data_full_reduce/010/a,Macro,1,284,367,774,83
010,/home/yww/CAS^3/new_data_full_reduce/010/a,Micro,2,110,119,774,9
010,/home/yww/CAS^3/new_data_full_reduce/010/c,Macro,1,2535,2564,2844,29
010,/home/yww/CAS^3/new_data_full_reduce/010/d,Macro,1,67,122,3979,55
010,/home/yww/CAS^3/new_data_full_reduce/010/d,Micro,2,158,161,3979,3
010,/home/yww/CAS^3/new_data_full_reduce/010/d,Micro,2,687,699,3979,12
010,/home/yww/CAS^3/new_data_full_reduce/010/f,Micro,2,272,274,1901,2
010,/home/yww/CAS^3/new_data_full_reduce/010/f,Micro,2,274,279,1901,5
010,/home/yww/CAS^3/new_data_full_reduce/010/i,Macro,1,722,749,2933,27
010,/home/yww/CAS^3/new_data_full_reduce/010/i,Micro,2,2855,2865,2933,10
010,/home/yww/CAS^3/new_data_full_reduce/010/j,Micro,2,1342,1350,1635,8
010,/home/yww/CAS^3/new_data_full_reduce/010/k,Micro,2,729,737,2242,8
010,/home/yww/CAS^3/new_data_full_reduce/010/k,Micro,2,2061,2066,2242,5
010,/home/yww/CAS^3/new_data_full_reduce/010/l,Macro,1,20,69,3326,49
010,/home/yww/CAS^3/new_data_full_reduce/010/l,Macro,1,213,265,3326,52
010,/home/yww/CAS^3/new_data_full_reduce/010/l,Micro,2,1,8,3326,7
010,/home/yww/CAS^3/new_data_full_reduce/010/l,Micro,2,1086,1094,3326,8
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Macro,1,312,416,917,104
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Macro,1,412,455,917,43
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Macro,1,440,479,917,39
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Macro,1,456,479,917,23
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Macro,1,736,770,917,34
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Micro,2,2,16,917,14
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Micro,2,20,31,917,11
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Micro,2,199,206,917,7
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Micro,2,251,262,917,11
011,/home/yww/CAS^3/new_data_full_reduce/011/a,Micro,2,407,412,917,5
011,/home/yww/CAS^3/new_data_full_reduce/011/c,Macro,1,874,893,2646,19
011,/home/yww/CAS^3/new_data_full_reduce/011/d,Macro,1,17,67,3649,50
011,/home/yww/CAS^3/new_data_full_reduce/011/d,Macro,1,524,626,3649,102
011,/home/yww/CAS^3/new_data_full_reduce/011/d,Macro,1,628,691,3649,63
011,/home/yww/CAS^3/new_data_full_reduce/011/d,Macro,1,1777,1800,3649,23
011,/home/yww/CAS^3/new_data_full_reduce/011/d,Macro,1,2185,2301,3649,116
011,/home/yww/CAS^3/new_data_full_reduce/011/d,Macro,1,2519,2538,3649,19
011,/home/yww/CAS^3/new_data_full_reduce/011/d,Macro,1,3627,3647,3649,20
011,/home/yww/CAS^3/new_data_full_reduce/011/d,Micro,2,1980,1988,3649,8
011,/home/yww/CAS^3/new_data_full_reduce/011/e,Macro,1,18,63,2514,45
011,/home/yww/CAS^3/new_data_full_reduce/011/e,Macro,1,1027,1064,2514,37
011,/home/yww/CAS^3/new_data_full_reduce/011/e,Macro,1,1314,1356,2514,42
011,/home/yww/CAS^3/new_data_full_reduce/011/f,Macro,1,397,417,1864,20
011,/home/yww/CAS^3/new_data_full_reduce/011/f,Macro,1,1291,1327,1864,36
011,/home/yww/CAS^3/new_data_full_reduce/011/f,Macro,1,1539,1556,1864,17
011,/home/yww/CAS^3/new_data_full_reduce/011/g,Macro,1,27,50,2159,23
011,/home/yww/CAS^3/new_data_full_reduce/011/g,Macro,1,247,286,2159,39
011,/home/yww/CAS^3/new_data_full_reduce/011/g,Macro,1,1882,1940,2159,58
011,/home/yww/CAS^3/new_data_full_reduce/011/g,Macro,1,2037,2056,2159,19
011,/home/yww/CAS^3/new_data_full_reduce/011/g,Macro,1,2129,2158,2159,29
011,/home/yww/CAS^3/new_data_full_reduce/011/h,Macro,1,159,179,2610,20
011,/home/yww/CAS^3/new_data_full_reduce/011/h,Macro,1,512,539,2610,27
011,/home/yww/CAS^3/new_data_full_reduce/011/h,Macro,1,1076,1096,2610,20
011,/home/yww/CAS^3/new_data_full_reduce/011/h,Macro,1,1827,1894,2610,67
011,/home/yww/CAS^3/new_data_full_reduce/011/h,Macro,1,2303,2348,2610,45
011,/home/yww/CAS^3/new_data_full_reduce/011/i,Macro,1,1521,1596,3647,75
011,/home/yww/CAS^3/new_data_full_reduce/011/i,Macro,1,2007,2078,3647,71
011,/home/yww/CAS^3/new_data_full_reduce/011/i,Macro,1,2084,2129,3647,45
011,/home/yww/CAS^3/new_data_full_reduce/011/i,Macro,1,2215,2297,3647,82
011,/home/yww/CAS^3/new_data_full_reduce/011/i,Macro,1,2753,2772,3647,19
011,/home/yww/CAS^3/new_data_full_reduce/011/i,Macro,1,3032,3116,3647,84
011,/home/yww/CAS^3/new_data_full_reduce/011/i,Micro,2,797,811,3647,14
011,/home/yww/CAS^3/new_data_full_reduce/011/j,Macro,1,16,52,1657,36
011,/home/yww/CAS^3/new_data_full_reduce/011/k,Macro,1,69,106,2330,37
011,/home/yww/CAS^3/new_data_full_reduce/011/k,Macro,1,382,420,2330,38
011,/home/yww/CAS^3/new_data_full_reduce/011/k,Macro,1,550,578,2330,28
011,/home/yww/CAS^3/new_data_full_reduce/011/k,Macro,1,1525,1566,2330,41
011,/home/yww/CAS^3/new_data_full_reduce/011/k,Macro,1,1621,1652,2330,31
011,/home/yww/CAS^3/new_data_full_reduce/011/k,Macro,1,2215,2246,2330,31
011,/home/yww/CAS^3/new_data_full_reduce/011/k,Micro,2,369,382,2330,13
011,/home/yww/CAS^3/new_data_full_reduce/011/k,Micro,2,1737,1741,2330,4
011,/home/yww/CAS^3/new_data_full_reduce/011/l,Macro,1,598,687,3221,89
011,/home/yww/CAS^3/new_data_full_reduce/011/l,Macro,1,790,815,3221,25
011,/home/yww/CAS^3/new_data_full_reduce/011/l,Micro,2,2730,2743,3221,13
011,/home/yww/CAS^3/new_data_full_reduce/011/m,Macro,1,725,832,2391,107
011,/home/yww/CAS^3/new_data_full_reduce/011/m,Macro,1,1774,1796,2391,22
011,/home/yww/CAS^3/new_data_full_reduce/011/m,Micro,2,1846,1861,2391,15
011,/home/yww/CAS^3/new_data_full_reduce/011/m,Micro,2,2231,2246,2391,15
012,/home/yww/CAS^3/new_data_full_reduce/012/a,Micro,2,316,330,748,14
012,/home/yww/CAS^3/new_data_full_reduce/012/c,Macro,1,14,109,2627,95
012,/home/yww/CAS^3/new_data_full_reduce/012/c,Macro,1,361,469,2627,108
012,/home/yww/CAS^3/new_data_full_reduce/012/c,Macro,1,400,485,2627,85
012,/home/yww/CAS^3/new_data_full_reduce/012/d,Macro,1,704,764,3897,60
012,/home/yww/CAS^3/new_data_full_reduce/012/e,Macro,1,317,337,2428,20
012,/home/yww/CAS^3/new_data_full_reduce/012/e,Macro,1,451,512,2428,61
012,/home/yww/CAS^3/new_data_full_reduce/012/g,Macro,1,672,697,2069,25
012,/home/yww/CAS^3/new_data_full_reduce/012/g,Macro,1,753,792,2069,39
012,/home/yww/CAS^3/new_data_full_reduce/012/g,Macro,1,1102,1153,2069,51
012,/home/yww/CAS^3/new_data_full_reduce/012/g,Macro,1,1826,1869,2069,43
012,/home/yww/CAS^3/new_data_full_reduce/012/h,Macro,1,1047,1082,2864,35
012,/home/yww/CAS^3/new_data_full_reduce/012/h,Macro,1,1157,1225,2864,68
012,/home/yww/CAS^3/new_data_full_reduce/012/i,Macro,1,95,115,3501,20
012,/home/yww/CAS^3/new_data_full_reduce/012/i,Macro,1,2729,2766,3501,37
012,/home/yww/CAS^3/new_data_full_reduce/012/j,Macro,1,185,212,1574,27
012,/home/yww/CAS^3/new_data_full_reduce/012/j,Macro,1,338,374,1574,36
012,/home/yww/CAS^3/new_data_full_reduce/012/j,Macro,1,378,415,1574,37
012,/home/yww/CAS^3/new_data_full_reduce/012/j,Macro,1,756,790,1574,34
012,/home/yww/CAS^3/new_data_full_reduce/012/j,Micro,2,25,40,1574,15
012,/home/yww/CAS^3/new_data_full_reduce/012/k,Macro,1,1169,1215,1988,46
012,/home/yww/CAS^3/new_data_full_reduce/012/k,Macro,1,1455,1563,1988,108
012,/home/yww/CAS^3/new_data_full_reduce/012/l,Macro,1,2483,2509,3400,26
012,/home/yww/CAS^3/new_data_full_reduce/012/l,Macro,1,2839,2885,3400,46
012,/home/yww/CAS^3/new_data_full_reduce/012/m,Macro,1,23,82,2301,59
012,/home/yww/CAS^3/new_data_full_reduce/012/m,Macro,1,415,442,2301,27
013,/home/yww/CAS^3/new_data_full_reduce/013/b,Macro,1,86,164,991,78
013,/home/yww/CAS^3/new_data_full_reduce/013/d,Macro,1,129,205,3726,76
013,/home/yww/CAS^3/new_data_full_reduce/013/d,Macro,1,513,623,3726,110
013,/home/yww/CAS^3/new_data_full_reduce/013/d,Macro,1,1142,1177,3726,35
013,/home/yww/CAS^3/new_data_full_reduce/013/d,Micro,2,783,796,3726,13
013,/home/yww/CAS^3/new_data_full_reduce/013/e,Macro,1,1,110,2657,109
013,/home/yww/CAS^3/new_data_full_reduce/013/e,Macro,1,241,280,2657,39
013,/home/yww/CAS^3/new_data_full_reduce/013/e,Macro,1,481,512,2657,31
013,/home/yww/CAS^3/new_data_full_reduce/013/e,Macro,1,790,858,2657,68
013,/home/yww/CAS^3/new_data_full_reduce/013/e,Macro,1,1812,1848,2657,36
013,/home/yww/CAS^3/new_data_full_reduce/013/f,Macro,1,125,163,1721,38
013,/home/yww/CAS^3/new_data_full_reduce/013/f,Macro,1,1431,1457,1721,26
013,/home/yww/CAS^3/new_data_full_reduce/013/g,Macro,1,1056,1132,2317,76
013,/home/yww/CAS^3/new_data_full_reduce/013/h,Macro,1,1478,1530,2714,52
013,/home/yww/CAS^3/new_data_full_reduce/013/h,Macro,1,2634,2702,2714,68
013,/home/yww/CAS^3/new_data_full_reduce/013/i,Macro,1,2949,2987,3481,38
013,/home/yww/CAS^3/new_data_full_reduce/013/j,Macro,1,113,183,1635,70
013,/home/yww/CAS^3/new_data_full_reduce/013/j,Macro,1,200,291,1635,91
013,/home/yww/CAS^3/new_data_full_reduce/013/j,Macro,1,518,535,1635,17
013,/home/yww/CAS^3/new_data_full_reduce/013/j,Macro,1,559,593,1635,34
013,/home/yww/CAS^3/new_data_full_reduce/013/j,Micro,2,593,606,1635,13
013,/home/yww/CAS^3/new_data_full_reduce/013/k,Macro,1,495,597,2233,102
013,/home/yww/CAS^3/new_data_full_reduce/013/k,Macro,1,2198,2232,2233,34
013,/home/yww/CAS^3/new_data_full_reduce/013/l,Macro,1,521,551,3372,30
013,/home/yww/CAS^3/new_data_full_reduce/013/l,Micro,2,2094,2105,3372,11
013,/home/yww/CAS^3/new_data_full_reduce/013/m,Macro,1,514,544,2353,30
013,/home/yww/CAS^3/new_data_full_reduce/013/m,Macro,1,1624,1656,2353,32
014,/home/yww/CAS^3/new_data_full_reduce/014/a,Macro,1,33,148,782,115
014,/home/yww/CAS^3/new_data_full_reduce/014/d,Macro,1,76,131,3495,55
014,/home/yww/CAS^3/new_data_full_reduce/014/e,Macro,1,384,410,2600,26
014,/home/yww/CAS^3/new_data_full_reduce/014/h,Macro,1,92,129,2252,37
014,/home/yww/CAS^3/new_data_full_reduce/014/h,Macro,1,362,423,2252,61
014,/home/yww/CAS^3/new_data_full_reduce/014/h,Macro,1,876,922,2252,46
014,/home/yww/CAS^3/new_data_full_reduce/014/h,Macro,1,1092,1145,2252,53
014,/home/yww/CAS^3/new_data_full_reduce/014/h,Macro,1,1642,1692,2252,50
014,/home/yww/CAS^3/new_data_full_reduce/014/h,Macro,1,1900,1946,2252,46
014,/home/yww/CAS^3/new_data_full_reduce/014/i,Macro,1,64,183,3443,119
